No Show,Start A,Start B,Start C,Start D,Note 1,Note 2,Note 3,Note 4,Note 5,Note 6,Note 7,Note 8,Auto Amp,Auto Speaker,Left,Auto Score,Tele Amp,Tele Speaker,Subwoofer,Podium,Wing,Outside,Trap,Passes,Climbed,Onstage Order,Onstage 1st,Onstage 2nd,Onstage 3rd,Harmonized With,Harmonize W 1,Harmonize W 2,Buddy Climb,Climb Time,Park,Spotlit,Spotlit 1,Spotlit 2,Spotlit 3,Floor PU,Source PU,Under Stage,Played D,Received D,Died,Tipped,Broke,Ranking,Ranked 1,Ranked 2,Ranked 3,Amplifications,Tele Score Unamplified,Tele Score Amplified,Tele Score Averaged,Total Amp,Total Speaker,Total Notes,Total Unamplified Score,Total Amplified Score,Total Averaged Score
0,True,False,True,False,1,0,0,0,0,0,1,1,0,1,1,7,4,10,1,1,1,0,0,2,1,4,False,True,True,2,True,True,0,11,True,0,False,False,False,1,1,1,1,1,1,0,0,3,True,True,True,2,27,57,42.0,4,11,11,34,64,49.0
0,True,True,True,False,1,1,0,1,0,0,0,0,0,2,1,12,3,8,1,0,1,0,0,0,1,4,True,False,False,2,True,True,0,18,True,1,True,False,False,1,1,1,1,1,1,0,0,3,True,True,True,3,21,45,33.0,3,10,10,28,52,40.0
0,False,True,True,True,1,1,1,1,1,0,1,1,0,4,1,22,5,8,1,1,1,1,0,7,1,4,True,True,True,2,True,True,0,18,True,1,True,False,False,1,1,1,1,1,0,0,0,3,True,True,True,3,22,61,41.5,5,11,16,37,76,56.5
0,True,True,True,False,1,1,0,0,0,0,0,0,0,3,1,17,1,9,1,0,1,0,0,1,1,4,True,True,True,2,True,True,0,15,True,0,False,False,False,1,1,1,1,1,1,0,0,3,True,True,True,1,25,52,38.5,1,10,10,31,57,43.5
0,True,True,True,False,1,1,1,0,0,0,0,0,1,3,1,15,0,9,1,0,0,0,0,1,1,4,True,True,False,2,True,True,0,24,True,0,False,False,False,1,1,1,1,1,1,0,0,3,True,True,True,0,25,52,38.5,1,12,12,40,67,53.5
0,True,False,True,False,1,1,0,1,1,0,1,1,0,2,1,12,4,4,1,0,1,0,1,4,1,3,True,True,True,2,True,True,0,20,False,0,False,False,False,1,1,1,1,1,1,0,0,3,False,True,True,3,17,32,24.5,4,6,8,29,44,36.5
0,True,True,True,False,0,1,1,0,0,1,1,1,0,3,1,17,6,6,1,0,1,0,0,5,1,4,True,True,False,2,True,True,0,10,True,2,True,True,False,1,1,1,1,1,1,0,1,3,True,True,True,3,15,39,27.0,6,8,10,26,49,37.0
0,True,False,False,True,1,0,0,0,0,0,0,0,1,1,1,5,6,5,1,0,0,0,0,4,0,4,False,False,False,2,False,True,0,2,True,1,True,False,False,1,1,1,1,1,1,0,0,3,True,True,True,3,13,39,25.5,6,5,9,15,41,27.5
0,True,True,False,False,1,0,0,1,1,1,0,0,1,3,1,17,9,0,0,1,1,0,1,3,1,2,True,True,False,2,False,True,1,28,False,2,True,True,False,1,0,1,1,1,0,0,0,2,True,True,False,3,17,39,25.5,10,3,10,31,49,40.0
0,True,False,False,True,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,4,True,True,True,2,False,True,0,64,True,0,False,False,False,0,0,1,1,0,1,0,0,3,False,True,True,2,7,7,7.0,0,0,0,7,7,7.0
0,True,True,True,False,1,1,1,1,1,0,0,1,0,4,1,22,7,8,1,1,0,0,1,2,1,4,True,True,False,1,True,False,0,22,True,0,False,False,False,1,1,1,1,1,0,0,0,3,True,True,True,3,19,43,31.0,7,9,11,37,55,46.0
0,True,True,True,False,1,1,1,1,0,0,0,1,0,4,1,22,5,6,1,1,1,0,0,2,1,4,True,True,True,2,True,True,0,22,True,0,False,False,False,1,1,1,1,1,1,0,0,3,True,True,True,3,21,50,35.0,5,10,14,42,72,57.0
0,True,True,False,True,1,1,0,1,0,0,1,1,0,3,1,15,6,4,1,1,0,0,0,6,1,4,True,True,True,2,True,True,0,20,True,1,True,False,False,1,0,1,1,1,1,0,0,3,True,True,True,2,17,42,28.5,6,6,12,30,57,43.5
0,True,True,True,False,1,1,1,1,1,1,1,1,0,4,1,20,5,9,1,0,1,0,0,5,1,3,True,True,True,2,False,True,0,20,False,0,False,False,False,1,1,1,1,1,0,0,1,3,True,True,True,2,27,60,43.5,5,12,14,44,77,60.5
0,True,True,True,False,1,1,1,0,0,0,1,1,0,4,1,22,7,5,1,0,1,0,0,10,1,4,True,False,False,0,False,False,0,10,True,1,True,False,False,1,1,1,1,1,0,0,0,3,True,True,True,4,16,46,31.0,7,9,14,38,68,53.0
0,True,True,True,False,1,1,1,1,1,1,0,1,0,4,1,22,0,7,1,1,1,0,0,8,0,4,False,False,False,2,False,True,0,3,True,0,False,False,False,1,1,1,1,1,0,0,0,3,True,True,True,1,15,36,25.5,0,10,10,34,53,43.0
0,True,True,True,False,1,1,1,0,0,0,0,0,0,4,1,22,5,8,1,0,1,0,0,0,1,3,True,True,True,1,True,False,0,15,False,1,True,False,False,1,1,1,1,1,1,0,1,3,True,True,True,2,19,43,31.0,5,9,12,39,63,51.0
0,True,True,False,False,1,1,1,0,0,0,0,0,0,4,1,22,0,7,1,0,0,0,0,12,0,4,False,False,False,0,False,False,0,0,True,2,True,True,False,1,1,1,1,1,1,0,0,3,True,True,True,5,15,36,25.5,0,11,11,35,56,45.5
0,False,True,True,False,1,1,0,0,0,1,0,1,0,3,1,15,7,7,1,0,1,0,0,0,1,4,True,True,True,2,True,True,0,15,True,2,True,True,False,1,1,1,1,1,0,0,0,3,True,True,True,3,22,53,36.5,7,8,13,34,62,47.5
0,True,True,True,False,1,1,1,0,0,0,0,0,0,2,1,12,3,8,1,0,0,0,0,9,1,4,True,True,False,2,True,True,0,24,True,0,False,False,False,1,1,1,1,1,1,0,0,3,True,True,True,2,19,43,31.0,3,10,10,31,55,43.0
0,True,True,True,False,0,1,1,0,0,0,0,0,0,3,1,17,5,4,1,0,0,0,0,3,1,3,True,True,True,2,True,True,0,14,False,1,True,False,False,1,1,1,1,1,0,0,0,3,True,True,True,2,16,34,25.0,5,7,8,29,44,36.5
0,True,False,False,True,1,1,1,1,1,1,0,1,0,4,1,22,5,8,1,1,1,0,1,0,1,4,True,False,True,2,False,True,0,47,True,0,False,False,False,1,1,1,1,1,1,0,1,3,True,True,True,3,22,52,37.0,5,10,14,40,69,54.0
0,True,True,True,False,0,1,1,0,0,0,0,1,0,2,1,12,6,5,1,1,1,0,0,1,1,3,True,True,True,2,True,True,0,17,False,1,True,False,False,1,1,1,1,1,0,0,0,3,True,True,True,2,14,31,22.0,6,6,8,25,43,34.0
0,True,True,True,False,1,1,1,0,0,0,1,1,0,3,1,17,2,6,1,0,0,0,0,6,1,4,True,True,False,2,False,True,0,23,True,0,False,False,False,1,1,1,1,1,1,0,0,3,True,True,True,2,15,33,24.0,2,8,8,32,45,38.0
0,True,True,True,False,1,1,1,0,1,0,0,1,0,4,1,22,0,11,1,0,0,0,0,3,1,2,True,True,False,2,True,True,0,16,False,2,False,True,False,1,1,1,1,1,1,0,0,3,True,True,True,3,25,58,41.5,0,12,12,41,67,53.5
0,True,False,True,True,0,1,0,0,0,0,0,0,1,0,1,2,6,0,0,0,0,0,0,2,1,2,True,True,False,2,True,True,0,27,False,0,False,False,False,0,1,1,1,1,0,0,0,3,False,True,True,2,12,29,20.0,6,0,6,14,31,22.0
0,True,False,True,False,0,0,0,0,0,0,0,0,0,1,0,5,3,3,1,0,0,0,0,0,1,4,True,False,False,1,True,False,0,30,True,0,False,False,False,0,1,0,1,1,0,0,0,3,False,True,True,2,7,16,11.5,3,4,4,12,21,16.5
0,True,True,True,False,0,0,0,0,0,0,0,0,0,1,1,7,0,2,1,0,0,0,0,3,1,4,True,True,False,1,True,False,0,25,True,3,False,False,True,0,1,0,1,1,0,0,1,3,False,False,True,2,7,13,10.0,0,3,3,14,20,17.0
